,Country,City,Latitude,Longitude,Temp,Humidity,Cloudiness,Windspeed,Fahrenheit,wind_mph,equator_distance
45101,us,sandusky,41.4488889,-82.7080556,271.926,83,32,9.0,30.06679999999998,20.132460000000002,41.4488889
20911,it,san giovanni lupatoto,45.383333,11.05,270.92,62,36,0.4,28.25600000000003,0.8947760000000001,45.383333
25710,nl,venray,51.524516999999996,5.975006,279.68,94,80,6.1,44.024000000000015,13.645334,51.524516999999996
12377,gb,cardross,55.966667,-4.633333,276.551,100,36,8.25,38.391799999999975,18.454755000000002,55.966667
25437,ni,villa sandino,12.05,-84.9833333,297.41,93,88,5.3,75.93800000000005,11.855782,12.05
17572,in,dhaulpur,26.7,77.9,283.53,50,0,3.35,50.95399999999995,7.493749000000001,26.7
23064,mq,les trois-ilets,14.5333333,-61.033333299999995,299.49,100,80,7.4,79.68200000000002,16.553356,14.5333333
30386,ph,taluksangay,6.954167,122.183889,299.601,100,44,0.3,79.8818,0.6710820000000001,6.954167
31843,pt,valega,40.836287,-8.580608,277.36,87,44,0.8,39.84800000000003,1.7895520000000003,40.836287
4179,br,tupi paulista,-21.4,-51.566666999999995,296.051,96,24,1.4,73.49179999999998,3.131716,21.4
31459,pt,alcanede,39.415009999999995,-8.821886,278.91,100,8,1.8,42.63800000000005,4.026492,39.415009999999995
9289,de,menden,51.433333000000005,7.8,279.54,96,92,8.55,43.772000000000034,19.125837000000004,51.433333000000005
23861,mx,huatabampo,26.833333000000003,-109.63333300000001,298.3,50,0,5.65,77.54000000000002,12.638711000000002,26.833333000000003
9760,de,vechelde,52.266667,10.383333,279.85,96,92,9.65,44.33000000000004,21.586471000000003,52.266667
36750,ru,kyzburun pervyy,43.651666999999996,43.395,272.34,90,80,1.75,30.811999999999955,3.914645,43.651666999999996
5662,cl,lampa,-33.283333,-70.9,290.68,72,0,0.7,63.82400000000001,1.565858,33.283333
10948,es,oleiros,43.333333,-8.316667,284.151,97,36,3.5,52.071800000000025,7.82929,43.333333
41245,ua,dergachi,50.106586,36.121116,270.401,93,88,2.65,27.321800000000017,5.927891,50.106586
26628,pe,chota,-6.55,-78.65,286.24,93,68,1.05,55.83200000000002,2.348787,6.55
32963,ro,dragotesti,44.25,24.1,266.901,73,0,1.15,21.02180000000002,2.572481,44.25
876,au,leopold,-38.19001,144.468246,288.601,100,68,5.9,60.0818,13.197946000000002,38.19001
34758,ro,volovat,47.816666999999995,25.9,265.73,82,0,1.65,18.91400000000003,3.690951,47.816666999999995
11752,fr,les mureaux,48.991733,1.909718,279.18,94,80,4.7,43.12400000000001,10.513618000000001,48.991733
12960,gb,stonehouse,55.666667000000004,-3.983333,276.451,90,0,8.45,38.21180000000004,18.902143,55.666667000000004
30297,ph,tabon,15.2746,120.9128,299.801,100,44,1.0,80.24179999999998,2.23694,15.2746
25884,no,hov,60.7,10.35,274.901,85,80,5.2,35.42180000000002,11.632088000000001,60.7
34003,ro,rebricea,46.866667,27.55,269.04,71,8,1.15,24.872000000000035,2.572481,46.866667
6322,cn,shuangcheng,45.35,126.28333300000001,254.23,100,20,4.3,-1.7860000000000227,9.618842,45.35
26320,nz,wakefield,-41.4,173.05,276.026,90,36,8.8,37.44680000000002,19.685072,41.4
9522,de,rheda-wiedenbruck,51.833333,8.316667,279.32,95,92,9.75,43.37599999999999,21.810165,51.833333
16743,il,bet yizhaq,32.327511,34.88878,286.776,100,0,3.35,56.79680000000002,7.493749000000001,32.327511
42526,us,san dimas,34.1066667,-117.80583329999999,293.57,11,0,4.05,69.02599999999998,9.059607,34.1066667
7494,co,ubate,5.309326,-73.81574499999999,287.78,44,68,0.6,58.60399999999996,1.3421640000000001,5.309326
24523,mx,soconusco,17.966667,-94.866667,296.86,86,80,3.55,74.94800000000004,7.941137,17.966667
33165,ro,godinesti,45.0,22.966667,266.63,71,0,0.95,20.533999999999992,2.125093,45.0
22387,lt,kedainiai,55.2883333,23.9747222,274.701,95,48,6.4,35.06180000000004,14.316416000000002,55.2883333
44253,us,oxford,34.3663889,-89.5191667,275.801,87,0,8.4,37.04179999999998,18.790296,34.3663889
27498,ph,bonawon,9.134,122.9193,300.93,96,44,1.7,82.27400000000002,3.802798,9.134
40691,tr,serik,36.916944,31.098889,273.76,77,0,1.5,33.36799999999998,3.35541,36.916944
11555,fr,darnetal,49.445327,1.151438,279.251,95,68,5.0,43.25179999999996,11.184700000000001,49.445327
34305,ro,soimi,46.683333000000005,22.116667,275.15,92,88,2.3,35.86999999999996,5.144962,46.683333000000005
6552,cn,ziyang,30.121083000000002,104.648106,274.101,83,0,2.55,33.9818,5.704197,30.121083000000002
32914,ro,dobrin,47.283333,23.133333,271.8,85,36,1.2,29.84000000000002,2.6843280000000003,47.283333
16945,in,annamalainagar,11.4,79.733333,296.18,92,20,2.65,73.72400000000002,5.927891,11.4
42131,us,scottsdale,33.5091667,-111.89833329999999,289.88,14,0,7.05,62.38399999999999,15.770427000000002,33.5091667
36964,ru,matveyevka,52.15,56.183333,269.78,94,92,3.5,26.20399999999995,7.82929,52.15
46673,za,richmond,-29.871962,30.272352,277.05,43,24,2.15,39.29000000000002,4.809421,29.871962
30959,pk,sehwan,26.427943,67.863004,281.651,89,0,2.1,47.57180000000002,4.697574,26.427943
44765,us,jericho,40.7919444,-73.5402778,277.776,86,0,0.95,40.596800000000016,2.125093,40.7919444
2610,br,campina grande do sul,-25.3,-49.083333,290.36,99,100,1.25,63.248000000000026,2.7961750000000003,25.3
4222,br,valente,-11.566667,-39.45,301.901,36,36,2.2,84.02180000000001,4.921268,11.566667
32596,ro,cefa,46.916667,21.733333,276.151,92,92,4.9,37.67180000000002,10.961006000000001,46.916667
41201,ua,bryanka,48.510998,38.672218,268.43,78,64,3.8,23.77400000000001,8.500372,48.510998
24931,mx,zapotlanejo,20.45,-103.166667,297.42,37,12,3.0,75.95600000000003,6.71082,20.45
45471,us,greenwood,34.1952778,-82.1619444,268.74,62,44,5.35,24.332000000000015,11.967629,34.1952778
40071,tg,bafilo,9.35,1.2666667,299.376,50,80,1.65,79.47679999999997,3.690951,9.35
16535,id,tangerang,-6.178056,106.63,300.301,99,8,3.15,81.14179999999999,7.046361,6.178056
34224,ro,selimbar,45.766667,24.2,262.676,70,0,0.8,13.416799999999977,1.7895520000000003,45.766667
10042,dk,kalundborg,55.681984,11.100425999999999,280.276,94,24,10.55,45.096800000000016,23.599717000000002,55.681984
43796,us,middle river,39.334166700000004,-76.4397222,278.51,49,0,3.45,41.917999999999985,7.717443000000001,39.334166700000004
12291,gb,batley,53.7,-1.616667,275.526,93,76,6.9,36.54680000000002,15.434886000000002,53.7
3182,br,jaicos,-7.35,-41.133333,304.43,33,68,1.65,88.57400000000001,3.690951,7.35
25613,nl,meppel,52.7,6.2,279.19,96,48,7.8,43.141999999999996,17.448132,52.7
13332,gr,agnanteron,39.4872222,21.8455556,266.601,63,0,1.0,20.4818,2.23694,39.4872222
34121,ro,sancraieni,46.3,25.85,265.451,83,0,1.2,18.41180000000004,2.6843280000000003,46.3
45081,us,norwalk,41.2425,-82.61583329999999,296.69,10,0,3.3,74.642,7.381902,41.2425
37700,ru,pokoynoye,44.809722,44.251667,270.43,94,32,5.2,27.374000000000013,11.632088000000001,44.809722
35753,ru,dubki,57.3,40.25,274.26,89,80,5.1,34.26799999999999,11.408394,57.3
31566,pt,castro marim,37.220683,-7.4435,280.151,89,0,2.5,44.87180000000002,5.592350000000001,37.220683
5330,ch,ebikon,47.079366,8.340411,266.08,100,24,0.8,19.54399999999997,1.7895520000000003,47.079366
21686,jp,okazaki,34.916667,137.15,281.97,100,56,1.25,48.14600000000005,2.7961750000000003,34.916667
740,at,ternitz,47.716667,16.033333,268.601,79,8,1.05,24.081799999999998,2.348787,47.716667
41886,ua,yasinya,48.279373,24.360425,265.001,100,24,1.05,17.601799999999955,2.348787,48.279373
28373,ph,jandayan,10.166667,124.183333,301.126,100,0,1.35,82.62679999999996,3.0198690000000004,10.166667
23761,mx,el espinal,16.333333,-94.06666700000001,301.301,58,8,4.8,82.94179999999997,10.737312000000001,16.333333
32507,ro,butimanu,44.683333000000005,25.9,269.89,80,0,1.4,26.401999999999976,3.131716,44.683333000000005
22649,lv,piltene,57.216666700000005,21.6666667,278.63,100,92,9.4,42.13399999999999,21.027236000000002,57.216666700000005
45784,us,sulphur springs,33.1383333,-95.6008333,275.526,63,88,5.65,36.54680000000002,12.638711000000002,33.1383333
3644,br,pilar,-9.6,-35.933333000000005,297.56,66,0,5.35,76.208,11.967629,9.6
44664,us,clovis,34.4047222,-103.2047222,290.23,61,0,1.95,63.01400000000004,4.362033,34.4047222
7042,co,manati,10.445893,-74.958694,300.05,92,76,7.9,80.69000000000003,17.671826000000003,10.445893
6827,co,el dorado,2.774106,-72.868341,279.31,47,92,2.65,43.358000000000004,5.927891,2.774106
33764,ro,otopeni,44.55,26.066667000000002,269.89,80,0,1.4,26.401999999999976,3.131716,44.55
26412,pa,el cristo,8.25,-80.6166667,296.301,100,92,1.65,73.94179999999997,3.690951,8.25
2113,bi,ngozi,-2.9083333,29.8277778,287.53,81,64,0.6,58.153999999999954,1.3421640000000001,2.9083333
6691,co,campoalegre,2.6848919999999996,-75.323109,296.73,53,8,1.25,74.71400000000003,2.7961750000000003,2.6848919999999996
40705,tr,solhan,38.963375,41.029307,267.93,75,0,2.95,22.87400000000001,6.598973000000001,38.963375
40062,td,moussoro,13.6425,16.4888889,294.751,27,0,7.1,71.15179999999995,15.882274,13.6425
44674,us,los alamos,35.8880556,-106.3063889,270.47,52,0,2.8,27.446000000000048,6.263432,35.8880556
15806,hu,morahalom,46.218056,19.885099,274.251,91,0,4.65,34.25179999999996,10.401771000000002,46.218056
25108,mz,maputo,-25.965277800000003,32.5891667,291.851,91,92,3.85,65.93180000000001,8.612219000000001,25.965277800000003
29395,ph,pangian,6.462778,125.545278,299.38,100,24,1.65,79.484,3.690951,6.462778
45037,us,hamilton,39.39944439999999,-84.56138890000001,272.24,94,44,8.5,30.632000000000016,19.01399,39.39944439999999
8817,de,fellbach,48.8,9.283333,278.67,72,80,8.65,42.20600000000003,19.349531000000002,48.8
21332,jp,himi,36.85,136.98333300000002,275.88,100,92,1.4,37.18399999999999,3.131716,36.85
36297,ru,kholmogory,64.2229,41.656000000000006,263.176,84,68,1.2,14.316799999999976,2.6843280000000003,64.2229
7569,cr,carmen,10.200948,-83.477775,299.03,90,92,1.3,78.85399999999996,2.9080220000000003,10.200948
10955,es,orihuela,38.084834,-0.944011,272.551,76,0,1.15,31.19179999999998,2.572481,38.084834
24762,mx,tlayacapan,18.933332999999998,-98.983333,292.73,42,8,1.35,67.51400000000004,3.0198690000000004,18.933332999999998
11006,es,salt,41.973982,2.791613,274.601,100,20,1.85,34.8818,4.138339,41.973982
32648,ro,chisindia,46.283333,22.1,270.52,80,44,1.05,27.535999999999966,2.348787,46.283333
28647,ph,ligaya,15.5091,121.2872,299.551,100,88,1.2,79.79179999999998,2.6843280000000003,15.5091
21835,jp,tamamura,36.3,139.116667,276.75,69,0,0.9,38.75,2.013246,36.3
21321,jp,hatsukaichi,34.35,132.333333,278.801,100,92,5.8,42.44179999999998,12.974252,34.35
44509,us,colonia,40.5744444,-74.3025,276.21,55,0,3.4,37.77799999999996,7.605596,40.5744444
25540,nl,gorssel,52.200531,6.200275,279.75,94,92,6.45,44.15,14.428263000000001,52.200531
30865,pk,loralai,30.370531,68.597981,264.201,49,0,1.4,16.16180000000004,3.131716,30.370531
15249,hn,yuscaran,13.933333300000001,-86.85,293.401,91,92,1.95,68.72180000000003,4.362033,13.933333300000001
46285,vc,biabou,13.2,-61.1333333,301.3,86,20,6.65,82.94000000000003,14.875651000000001,13.2
33699,ro,nufaru,45.15,28.916666999999997,275.026,100,12,3.75,35.64680000000002,8.388525000000001,45.15
19452,in,sirsa,29.533333000000002,75.016667,278.501,74,0,3.05,41.90179999999996,6.822667,29.533333000000002
2775,br,cordeiro,-22.033333,-42.366667,292.901,70,88,2.2,67.82180000000002,4.921268,22.033333
15275,hr,ogulin,45.2661111,15.2286111,280.85,100,88,3.15,46.13000000000004,7.046361,45.2661111
3226,br,juazeiro do norte,-7.2,-39.333333,301.4,33,32,2.3,83.11999999999996,5.144962,7.2
31557,pt,carregado,39.023619000000004,-8.976916000000001,273.64,88,0,0.75,33.15199999999997,1.677705,39.023619000000004
44908,us,high point,35.955555600000004,-80.0055556,279.24,53,92,2.25,43.23200000000001,5.0331150000000004,35.955555600000004
2066,bg,stara zagora,42.4327778,25.6419444,266.301,75,0,0.95,19.94179999999998,2.125093,42.4327778
15746,hu,lanycsok,46.011699,18.621176000000002,277.026,90,0,5.55,39.24680000000002,12.415017,46.011699
25054,my,petaling jaya,3.083333,101.65,297.551,100,88,2.4,76.19179999999997,5.3686560000000005,3.083333
6670,co,cabrera,3.985982,-74.482834,301.24,100,44,8.15,82.83200000000002,18.231061,3.985982
24779,mx,toribio,22.816667000000002,-102.68333299999999,291.82,88,92,0.7,65.87599999999999,1.565858,22.816667000000002
19247,in,saharsa,25.883333,86.6,287.701,87,24,2.05,58.46180000000004,4.585727,25.883333
25505,nl,den helder,52.95614200000001,4.759368,279.601,98,48,11.05,43.8818,24.718187000000004,52.95614200000001
8502,de,bad hersfeld,50.866667,9.7,279.65,99,92,8.7,43.969999999999956,19.461378,50.866667
33226,ro,halaucesti,47.1,26.8,269.5,70,0,1.2,25.7,2.6843280000000003,47.1
11908,fr,ozoir-la-ferriere,48.766993,2.6687119999999998,278.27,95,80,4.9,41.48599999999997,10.961006000000001,48.766993
15716,hu,kocser,47.001653999999995,19.920666,276.251,94,24,5.1,37.851799999999955,11.408394,47.001653999999995
15603,hu,hajdusamson,47.6,21.766667,276.126,94,92,5.75,37.62679999999996,12.862405,47.6
27793,ph,canhaway,9.7501,124.4722,300.78,100,8,1.2,82.00399999999996,2.6843280000000003,9.7501
22353,ls,teyateyaneng,-29.15,27.733333299999998,281.53,95,20,1.1,47.35399999999995,2.460634,29.15
24735,mx,tlalnepantla,19.0,-98.983333,291.17,56,8,2.4,64.70600000000003,5.3686560000000005,19.0
4928,ca,saint-anselme,46.616667,-70.966667,271.42,75,76,4.5,29.156000000000027,10.066230000000001,46.616667
45617,us,cedar hill,32.588333299999995,-96.9558333,275.926,46,88,8.0,37.266799999999975,17.89552,32.588333299999995
186,am,artsvanist,40.154444399999996,45.5022222,267.251,100,24,4.85,21.65179999999996,10.849159,40.154444399999996
41858,ua,vorozhba,51.17334,34.219171,269.401,93,80,0.5,25.52180000000002,1.11847,51.17334
19987,ir,shahrud,36.418189,54.976282,268.001,77,92,1.3,23.001799999999957,2.9080220000000003,36.418189
25275,ng,ihiala,5.853769000000001,6.860264999999999,296.951,82,20,5.55,75.11180000000004,12.415017,5.853769000000001
13171,gh,bibiani,6.4666667,-2.3333333,294.701,98,64,1.9,71.06180000000003,4.250186,6.4666667
9735,de,troisdorf,50.816666999999995,7.1666669999999995,279.45,95,92,8.4,43.60999999999998,18.790296,50.816666999999995
1425,be,brecht,51.35,4.633333,279.51,94,64,7.05,43.71799999999998,15.770427000000002,51.35
43710,us,presque isle,46.6811111,-68.01638890000001,270.85,73,48,3.65,28.13000000000004,8.164831,46.6811111
3790,br,ribeirao bonito,-22.066667000000002,-48.166667,293.151,98,88,0.6,68.27180000000001,1.3421640000000001,22.066667000000002
19657,in,turuvekere,13.164167,76.666667,288.551,94,0,1.4,59.991799999999984,3.131716,13.164167
12391,gb,ceres,56.283333,-2.9666669999999997,292.54,43,0,1.15,67.17200000000004,2.572481,56.283333
32136,ro,arbore,47.733333,25.933332999999998,265.73,82,0,1.65,18.91400000000003,3.690951,47.733333
42600,us,upland,34.0975,-117.6475,293.44,11,0,4.05,68.792,9.059607,34.0975
698,at,poysdorf,48.666667,16.633333,271.451,96,64,2.8,29.21180000000004,6.263432,48.666667
3312,br,manaquiri,-3.316667,-60.35,298.401,90,48,2.0,77.72180000000003,4.47388,3.316667
14723,gw,buba,11.583333300000001,-15.0,293.28,73,0,1.6,68.50399999999996,3.5791040000000005,11.583333300000001
32389,ro,bors,47.116667,21.816667000000002,276.126,94,92,5.75,37.62679999999996,12.862405,47.116667
29419,ph,pantubig,14.968055999999999,120.954722,297.98,95,92,1.3,76.96400000000003,2.9080220000000003,14.968055999999999
31703,pt,oliveira do hospital,40.361796000000005,-7.8601399999999995,271.63,83,36,1.0,29.533999999999992,2.23694,40.361796000000005
21695,jp,omihachiman,35.140842,136.082859,278.03,100,92,0.55,41.05399999999995,1.230317,35.140842
29323,ph,pagatin,6.973056,124.475278,298.53,100,88,0.25,77.95399999999995,0.559235,6.973056
17580,in,dhone,15.416667000000002,77.883333,288.901,86,8,1.2,60.62180000000002,2.6843280000000003,15.416667000000002
16519,id,sukaraja,-6.587778,106.8375,293.651,98,76,0.75,69.17180000000002,1.677705,6.587778
25550,nl,haelen,51.234708000000005,5.951461,279.31,97,76,6.15,43.358000000000004,13.757181000000001,51.234708000000005
18648,in,morar,26.226111,78.226111,285.001,57,0,1.5,53.601799999999955,3.35541,26.226111
3775,br,registro,-24.5,-47.833333,294.03,100,92,2.05,69.85399999999996,4.585727,24.5
29948,ph,san miguel,7.648333,123.2675,298.18,95,92,1.3,77.32400000000001,2.9080220000000003,7.648333
7599,cr,miramar,10.092499,-84.729783,298.64,69,64,3.85,78.15199999999999,8.612219000000001,10.092499
35736,ru,dorogino,54.3598,83.3198,263.051,90,80,1.75,14.091799999999978,3.914645,54.3598
1990,bg,kubrat,43.8,26.5,275.78,79,0,4.9,37.00399999999995,10.961006000000001,43.8
17417,in,chhapra,25.766667,84.75,286.951,86,0,3.2,57.111800000000045,7.158208000000001,25.766667
24339,mx,puente grande,20.566667000000002,-103.15,297.42,37,12,3.0,75.95600000000003,6.71082,20.566667000000002
24247,mx,oxchuc,16.791667,-92.338889,291.28,57,92,0.9,64.90399999999995,2.013246,16.791667
5064,ca,tweed,44.466667,-77.3,273.44,59,80,3.95,32.791999999999994,8.835913000000001,44.466667
4606,ca,fairview,56.066667,-118.4,277.87,83,0,4.8,40.766000000000005,10.737312000000001,56.066667
18046,in,kabrai,25.416667,80.016667,286.701,42,0,1.3,56.66180000000004,2.9080220000000003,25.416667
18701,in,muzaffarpur,26.116667,85.4,287.351,88,0,2.65,57.8318,5.927891,26.116667
10466,ee,kunda,59.4833333,26.5333333,286.451,80,12,1.85,56.21180000000004,4.138339,59.4833333
13584,gr,gavalou,38.533333299999995,21.533333300000002,274.101,100,0,0.15,33.9818,0.33554100000000003,38.533333299999995
17285,in,bijbiara,33.8,75.1,262.401,62,0,0.75,12.921800000000019,1.677705,33.8
19770,in,vrindavan,27.583333000000003,77.7,284.751,62,0,4.15,53.15179999999996,9.283301000000002,27.583333000000003
8257,cz,sadska,50.136909,14.985014999999999,272.9,88,0,4.55,31.819999999999958,10.178077,50.136909
25620,nl,naaldwijk,51.997896999999995,4.2204440000000005,280.626,100,32,13.0,45.726799999999955,29.08022,51.997896999999995
45045,us,lancaster,39.7136111,-82.5994444,290.02,28,0,5.25,62.63599999999997,11.743935,39.7136111
10824,es,granada,37.178354,-3.5992010000000003,265.451,67,0,0.95,18.41180000000004,2.125093,37.178354
3211,br,joaima,-16.65,-41.033333,294.051,96,100,1.5,69.89179999999999,3.35541,16.65
15614,hu,hatvan,47.666667,19.683332999999998,274.426,96,56,2.95,34.56679999999998,6.598973000000001,47.666667
831,au,deniliquin,-35.527409000000006,144.959579,291.78,71,0,4.8,65.80399999999995,10.737312000000001,35.527409000000006
23062,mq,le marin,14.4666667,-60.8666667,299.4,100,56,7.0,79.51999999999995,15.65858,14.4666667
23399,mx,ascension,31.1,-107.983333,298.851,71,0,1.4,78.5318,3.131716,31.1
36260,ru,khadyzhensk,44.4258,39.5362,274.601,97,92,1.6,34.8818,3.5791040000000005,44.4258
43397,us,westchester,41.85055560000001,-87.8819444,298.64,69,64,3.85,78.15199999999999,8.612219000000001,41.85055560000001
31222,pl,mragowo,53.86666700000001,21.3,274.951,93,36,7.9,35.51180000000004,17.671826000000003,53.86666700000001
35303,ru,bataysk,47.139747,39.75181,271.33,80,76,4.3,28.99399999999997,9.618842,47.139747
19054,in,pudur,13.0,79.15,289.751,92,24,1.2,62.15179999999996,2.6843280000000003,13.0
721,at,scharding,48.45,13.433333,268.901,77,0,1.4,24.621800000000018,3.131716,48.45
41755,ua,staryy krym,47.161463,37.489339,280.101,100,88,9.25,44.7818,20.691695000000003,47.161463
40252,th,photharam,13.692336,99.849692,296.751,88,44,0.7,74.75179999999996,1.565858,13.692336
17387,in,chandrapur,19.95,79.3,287.451,78,8,1.65,58.01180000000004,3.690951,19.95
20018,is,grindavik,63.833332999999996,-22.433332999999998,274.926,100,20,7.6,35.46679999999998,17.000744,63.833332999999996
34973,rs,prigrevica,45.678611,19.086667000000002,275.001,85,0,3.9,35.601799999999955,8.724066,45.678611
28383,ph,jetafe,10.147222,124.15388899999999,301.126,100,0,1.35,82.62679999999996,3.0198690000000004,10.147222
26384,pa,cerro azul,9.166666699999999,-79.41666670000001,286.901,92,92,2.85,57.02180000000002,6.375279000000001,9.166666699999999
1664,be,moerbeke,51.166667,3.933333,279.05,93,88,6.15,42.89000000000002,13.757181000000001,51.166667
16171,id,amahai,-3.333333,128.916667,302.601,100,68,4.6,85.2818,10.289924,3.333333
34368,ro,straoane,45.933333000000005,27.05,271.18,75,0,2.15,28.72400000000001,4.809421,45.933333000000005
43096,us,marietta,33.9525,-84.55,279.8,56,92,2.1,44.24000000000002,4.697574,33.9525
27604,ph,buray,10.715,122.45944399999999,299.651,94,12,1.2,79.97180000000003,2.6843280000000003,10.715
16756,il,hurfeish,33.017108,35.348352,276.63,87,0,1.4,38.53399999999999,3.131716,33.017108
29188,ph,nagbalaye,9.2492,122.8759,300.93,96,44,1.7,82.27400000000002,3.802798,9.2492
43572,us,ashland,38.478333299999996,-82.6380556,289.85,62,0,2.85,62.33000000000004,6.375279000000001,38.478333299999996
25843,no,frogner,60.016667000000005,11.1,276.88,88,92,6.55,38.983999999999995,14.651957000000001,60.016667000000005
20731,it,ovada,44.633333,8.633333,272.66,59,0,1.85,31.388000000000044,4.138339,44.633333
7291,co,san calixto,8.402096,-73.207374,293.63,81,24,0.95,69.13399999999999,2.125093,8.402096
38900,ru,verkh-tula,54.8839,82.7762,265.05,91,68,1.65,17.69000000000002,3.690951,54.8839
1731,be,rixensart,50.716667,4.533333,279.25,95,88,6.2,43.25,13.869028000000002,50.716667
17967,in,jamadoba,23.716667,86.4,286.101,85,32,1.2,55.5818,2.6843280000000003,23.716667
42397,us,loma linda,34.048333299999996,-117.2602778,290.4,12,0,3.65,63.319999999999965,8.164831,34.048333299999996
5378,ch,kilchberg,47.318309,8.551172,274.876,84,48,2.65,35.37679999999996,5.927891,47.318309
29120,ph,mercedes,10.6686,124.4021,297.551,37,0,2.85,76.19179999999997,6.375279000000001,10.6686
27847,ph,carmen,9.226389,126.017222,299.03,90,92,1.3,78.85399999999996,2.9080220000000003,9.226389
10692,es,avila,40.657237,-4.699511,300.101,87,0,1.05,80.7818,2.348787,40.657237
43236,us,crest hill,41.5547222,-88.09861109999999,266.72,59,0,6.7,20.696000000000048,14.987498000000002,41.5547222
39065,ru,yarega,63.435433999999994,53.576505000000004,267.551,91,80,1.5,22.19179999999998,3.35541,63.435433999999994
27509,ph,boot,14.04556,121.07721799999999,298.44,100,92,1.5,77.792,3.35541,14.04556
20783,it,piossasco,44.983333,7.466667,262.026,68,32,0.85,12.246800000000018,1.901399,44.983333
36729,ru,kuzhener,56.811111,48.912778,267.351,92,88,1.55,21.831799999999998,3.4672570000000005,56.811111
6799,co,curillo,1.0332709999999998,-75.919065,294.851,90,44,0.6,71.3318,1.3421640000000001,1.0332709999999998
43867,us,chelsea,42.3916667,-71.0333333,276.251,93,20,7.0,37.851799999999955,15.65858,42.3916667
44176,us,maple grove,45.0725,-93.4555556,264.14,80,8,5.15,16.051999999999975,11.520241000000002,45.0725
17888,in,hosanagara,13.916667000000002,75.06666700000001,291.68,98,12,1.05,65.62400000000002,2.348787,13.916667000000002
14913,hn,gracias,14.583333300000001,-88.58333329999999,294.101,60,12,1.2,69.98179999999999,2.6843280000000003,14.583333300000001
17128,in,bardoli,21.116667,73.116667,291.301,93,0,3.5,64.94179999999997,7.82929,21.116667
27187,ph,balabagan,7.526389,124.114167,295.18,100,56,0.5,71.924,1.11847,7.526389
571,at,bad ischl,47.716667,13.616667000000001,266.85,77,0,1.5,20.930000000000042,3.35541,47.716667
41055,tz,nansio,-2.1333333,33.05,294.151,88,76,0.45,70.07180000000002,1.006623,2.1333333
25434,ni,telica,12.5205556,-86.86,296.21,93,24,1.75,73.77799999999996,3.914645,12.5205556
26941,ph,aganan,10.783333,122.53333300000001,299.651,94,12,1.2,79.97180000000003,2.6843280000000003,10.783333
9689,de,stockelsdorf,53.9,10.65,280.32,97,92,10.05,45.17599999999999,22.481247000000003,53.9
25222,ng,abeokuta,7.15,3.35,295.451,96,32,1.5,72.41180000000004,3.35541,7.15
10688,es,arucas,28.115992,-15.518723999999999,292.376,100,0,8.25,66.87679999999996,18.454755000000002,28.115992
13048,gb,wickford,51.6,0.516667,277.126,94,12,9.4,39.42679999999996,21.027236000000002,51.6
6929,co,guayabetal,4.2147239999999995,-73.817192,292.41,71,64,0.85,66.93800000000005,1.901399,4.2147239999999995
13704,gr,kato korakiana,39.6897222,19.825277800000002,283.101,100,0,2.9,50.181799999999996,6.487126,39.6897222
25908,no,klaebu,64.083333,11.733333,278.651,79,56,7.15,42.17180000000002,15.994121000000002,64.083333
17855,in,hassan,13.000556,76.09944399999999,288.851,88,20,0.95,60.531800000000004,2.125093,13.000556
42041,us,hoover,33.4052778,-86.81138890000001,279.67,64,92,1.7,44.00600000000003,3.802798,33.4052778
40515,tr,beysehir,37.677347999999995,31.724577000000004,265.13,100,0,1.3,17.83399999999999,2.9080220000000003,37.677347999999995
35607,ru,chern,53.452316,36.914497999999995,265.251,90,68,2.9,18.051799999999957,6.487126,53.452316
12379,gb,carlton,52.95,-1.083333,281.28,82,0,2.15,46.903999999999954,4.809421,52.95
20790,it,poirino,44.916667,7.85,267.38,72,0,0.95,21.883999999999993,2.125093,44.916667
46788,zm,mwinilunga,-11.733333300000002,24.4333333,292.551,84,48,1.65,67.19179999999997,3.690951,11.733333300000002
19896,ir,harsin,34.2721,47.5861,271.25,94,80,1.5,28.85,3.35541,34.2721
18466,in,maghar,26.757222,83.127778,276.63,87,0,1.4,38.53399999999999,3.131716,26.757222
20055,it,albenga,44.05,8.216667,287.176,100,0,12.65,57.516799999999975,28.297291,44.05
15935,hu,rabapatona,47.632236999999996,17.480044,272.276,78,0,3.3,30.696800000000017,7.381902,47.632236999999996
27272,ph,banaybanay,13.9331,121.1151,297.78,100,92,1.5,76.60399999999996,3.35541,13.9331
3128,br,itaporanga,-7.3,-38.166667,302.001,27,44,3.1,84.20179999999996,6.934514000000001,7.3
15497,hu,diosd,47.409496999999995,18.948976000000002,272.026,78,0,2.2,30.246800000000018,4.921268,47.409496999999995
