,fullname,id,likes,replies,retweets,text,timestamp,url,user,Compound,date
190,Jim Cramer,9.3961E+17,16,2,1,"fabulous talking with the ceo of $BA, @boeinghttps://twitter.com/brianderoy/status/939595291639943169 …",12/9/17 21:38,/jimcramer/status/939610218597625856,jimcramer,0.5267,12/9/17
191,Jim Cramer,9.39611E+17,93,26,18,"there is no FDIC for bitcoin...again, not said with any disrespect...https://twitter.com/rickpawl1/status/939582246586949632 …",12/9/17 21:40,/jimcramer/status/939610796396568576,jimcramer,-0.296,12/9/17
192,Jim Cramer,9.39611E+17,65,33,8,The anger and the rancor that #bitcoin users comport themselves does make their cause seem more strident than it need be..,12/9/17 21:42,/jimcramer/status/939611231362670593,jimcramer,-0.5719,12/9/17
193,Jim Cramer,9.39613E+17,17,3,1,"Again, two nice men who could be right. I have never doubted their wisdom or their kindness for that matter.. #bitcoin.https://twitter.com/MichielBerkel/status/939608467492491264 …",12/9/17 21:50,/jimcramer/status/939613126726692866,jimcramer,0.5911,12/9/17
194,Jim Cramer,9.39619E+17,33,7,3,Many many times. I sold souvenirs and i also was an aide to the late Chris Schenkel for years...https://twitter.com/mpk62/status/939617854562979840 …,12/9/17 22:14,/jimcramer/status/939619367574269952,jimcramer,0,12/9/17
195,Jim Cramer,9.39621E+17,26,7,5,Please read the fine print on coinbase on what is covered and is not. It is very different from traditional coverage.https://twitter.com/BrettBenedetto/status/939619439959576576 …,12/9/17 22:19,/jimcramer/status/939620528138215424,jimcramer,0.4767,12/9/17
196,Jim Cramer,9.39621E+17,480,132,63,#Bitcoin is growing boring..let's see what the futures bring. I wish everyone on both sides the best...,12/9/17 22:20,/jimcramer/status/939620905453539328,jimcramer,0.5267,12/9/17
197,Jim Cramer,9.39723E+17,34,2,2,Our box! Hope it brought you good luck!!https://twitter.com/franklcox/status/939709085708177408 …,12/10/17 5:08,/jimcramer/status/939723419242909697,jimcramer,0.7701,12/10/17
198,Jim Cramer,9.39874E+17,196,33,19,"Mr. Bitcoin readies himself for price discovery and a trip around the world if he hits $20,000 bitcoin#pic.twitter.com/WGpL5TjuXC",12/10/17 15:06,/jimcramer/status/939873921905713152,jimcramer,0,12/10/17
199,Jim Cramer,9.39874E+17,346,5,40,Congratulations to Army and Navy for a reminder of how great these two institutions are. The best we have!!,12/10/17 15:07,/jimcramer/status/939874311870935040,jimcramer,0.9298,12/10/17
200,Jim Cramer,9.39875E+17,4,2,1,@petenajarian thanks for the mojo and right back at you until the playoffs. These days all i ask is that no one get hurt!!!!https://twitter.com/petenajarian/status/939871363833253889 …,12/10/17 15:09,/jimcramer/status/939874742252855303,jimcramer,0.4344,12/10/17
201,Jim Cramer,9.39888E+17,219,40,17,Happy Holidays from all of us @BarSanMiguelBK !pic.twitter.com/Dwz8fCvNbJ,12/10/17 16:01,/jimcramer/status/939887725079089152,jimcramer,0.7644,12/10/17
202,Jim Cramer,9.39925E+17,110,24,4,Let’s get this done!pic.twitter.com/c7ZZJNi1G9,12/10/17 18:31,/jimcramer/status/939925471952764935,jimcramer,0,12/10/17
203,Jim Cramer,9.40153E+17,51,10,6,Bitcoin discovery process continues. Small volume but very positive so far. Have to wait until a normal dray to see what happens.,12/11/17 9:33,/jimcramer/status/940152653149102080,jimcramer,0.7461,12/11/17
204,Jim Cramer,9.40153E+17,1159,55,204,"Frankly, for the record, i care more about @cj_wentz than bitcoin# Sorry",12/11/17 9:36,/jimcramer/status/940153274262487040,jimcramer,0.4404,12/11/17
205,Jim Cramer,9.40187E+17,67,50,19,I wanted price discovery for #Bitcoin and the bitcoin people overwhelm me on this and make it a mission. So i am done...https://twitter.com/RevShark/status/940184123758530560 …,12/11/17 11:51,/jimcramer/status/940187316219469824,jimcramer,-0.1779,12/11/17
206,Jim Cramer,9.40229E+17,17,5,5,"We are getting price discovery for #bitcoin, tnd that matters for the skeptics...https://twitter.com/mcpoz/status/940228177485619202 …",12/11/17 14:38,/jimcramer/status/940229268973465600,jimcramer,0.0258,12/11/17
207,Jim Cramer,9.40232E+17,227,63,25,"Is it too much to ask for Mr. Immelt to apologize for what happened here? I own my mistakes. I am in a position where it is right to do so,. Is he?",12/11/17 14:47,/jimcramer/status/940231536871464960,jimcramer,-0.3527,12/11/17
208,Jim Cramer,9.4024E+17,8,1,3,Kamich: A higher bid for NXP Semiconductor seems unlikelyhttp://bit.ly/2kWGGrv ,12/11/17 15:22,/jimcramer/status/940240446164480000,jimcramer,0,12/11/17
209,Jim Cramer,9.40266E+17,15,1,0,Qualcomm set for upside breakout: Kamichhttp://bit.ly/2kZ0ryW ,12/11/17 17:03,/jimcramer/status/940265874300301317,jimcramer,0,12/11/17
210,Jim Cramer,9.40268E+17,49,25,2,No we are not hesitant. i admitted i was wrong and wrong and wrong on GE not fair .https://twitter.com/AldebaranEnterp/status/940245412631465984 …,12/11/17 17:14,/jimcramer/status/940268443533762560,jimcramer,-0.9005,12/11/17
211,Jim Cramer,9.40269E+17,29,4,7,@cj_wentz we wish you all the good health in the world and now we focus on Nick Foles.. @Eagleshttps://twitter.com/mortreport/status/940268147713691649 …,12/11/17 17:15,/jimcramer/status/940268848401600517,jimcramer,0.6808,12/11/17
212,Jim Cramer,9.40269E+17,14,1,6,read my upcoming piece on http://www.realmoney.com  on this very point.https://twitter.com/brettarussell/status/940243303420846080 …,12/11/17 17:16,/jimcramer/status/940269021584379904,jimcramer,0,12/11/17
213,Jim Cramer,9.40275E+17,9,2,0,"Skyworks Solutions teeters on the ledge, technically speaking: Kamichhttp://bit.ly/2BAIDBg ",12/11/17 17:41,/jimcramer/status/940275474881708032,jimcramer,0.1779,12/11/17
214,Jim Cramer,9.40278E+17,14,3,1,thank you!https://twitter.com/brettarussell/status/940276507695558656 …,12/11/17 17:51,/jimcramer/status/940277873436487681,jimcramer,0.4199,12/11/17
215,Jim Cramer,9.40278E+17,29,6,1,much obliged!https://twitter.com/mcpoz/status/940276439110307840 …,12/11/17 17:51,/jimcramer/status/940277957683277825,jimcramer,0,12/11/17
216,Jim Cramer,9.40278E+17,64,11,4,"thank you, i do my best. I make mistakes. My mistakes are all on film to be endlessly repeated even if if correct them or they were right at that moment and wrong laterhttps://twitter.com/DennisMNews/status/940274627154149377 …",12/11/17 17:53,/jimcramer/status/940278342963646464,jimcramer,-0.1027,12/11/17
217,Jim Cramer,9.40294E+17,10,1,0,Qorvo looks vulnerable to further declines: Kamichhttp://bit.ly/2l1dvU8 ,12/11/17 18:55,/jimcramer/status/940294052758638599,jimcramer,-0.2263,12/11/17
218,Jim Cramer,9.40318E+17,43,7,10,agreed!https://twitter.com/HildebrandAndy/status/940317526633967616 …,12/11/17 20:30,/jimcramer/status/940317870189432834,jimcramer,0,12/11/17
219,Jim Cramer,9.40318E+17,17,8,0,then i have done well!,12/11/17 20:32,/jimcramer/status/940318280354549760,jimcramer,0.3382,12/11/17
220,Jim Cramer,9.40322E+17,131,33,34,"I wanted price discovery.. i am getting it. I wanted some regulation, i am getting it. I like that. I can't come up with new things i don't like. #bitcoinhttps://twitter.com/paulrubillo/status/940319996009254912 …",12/11/17 20:45,/jimcramer/status/940321712243081217,jimcramer,0.6124,12/11/17
221,Jim Cramer,9.40505E+17,491,109,38,"How many times will  i have to mention cryptocurrencies and bitcoin today? Probably, let's see, 2384?",12/12/17 8:53,/jimcramer/status/940504764529479680,jimcramer,0,12/12/17
222,Jim Cramer,9.40505E+17,13,4,2,Brand new feature for club members of http://www.actionalertsplus.com  ..thank you!!https://twitter.com/technotalk13352/status/940422236997148672 …,12/12/17 8:54,/jimcramer/status/940505155178549248,jimcramer,0,12/12/17
223,Jim Cramer,9.40506E+17,16,9,0,devastatinghttps://twitter.com/NoceraBV/status/940398268449738757 …,12/12/17 8:56,/jimcramer/status/940505670218006529,jimcramer,0,12/12/17
224,Jim Cramer,9.40532E+17,15,3,3,$ORCL acted great yesterday.. Interesting because that wasn't the case last time.. But i think they are loosing cloud share....https://twitter.com/MarketWatch/status/940531760554762240 …,12/12/17 10:41,/jimcramer/status/940532021545373696,jimcramer,0.7783,12/12/17
225,Jim Cramer,9.4057E+17,16,2,2,Expect price discovery to regain some importance in the stock market: @Sarge986http://bit.ly/2B9NQ1C ,12/12/17 13:10,/jimcramer/status/940569558489944064,jimcramer,0.3612,12/12/17
226,Jim Cramer,9.40573E+17,10,5,3,"NXP's stock should keep trading above Qualcomm's offer price, one way or another: Jhonsahttp://bit.ly/2B9qY2h ",12/12/17 13:25,/jimcramer/status/940573204309045248,jimcramer,0,12/12/17
227,Jim Cramer,9.40582E+17,22,3,3,not goodhttps://twitter.com/JackBouroudjian/status/940581322602491905 …,12/12/17 13:58,/jimcramer/status/940581523178344448,jimcramer,0,12/12/17
228,Jim Cramer,9.40595E+17,35,5,0,thank youhttps://twitter.com/CSBowles/status/940594704630140928 …,12/12/17 14:51,/jimcramer/status/940594924675895297,jimcramer,0.3612,12/12/17
229,Jim Cramer,9.40602E+17,4,0,0,"Kamich: With 21st Century Fox, the real question is risk:http://bit.ly/2l5o1K7 ",12/12/17 15:19,/jimcramer/status/940602002723221505,jimcramer,0,12/12/17
230,Jim Cramer,9.4061E+17,9,1,0,Aggressive Schlumberger sellers meet aggressive buyers: Kamichhttp://bit.ly/2BFOMw7 ,12/12/17 15:51,/jimcramer/status/940610053668790272,jimcramer,-0.296,12/12/17
231,Jim Cramer,9.4061E+17,14,2,2,"thank you so much, Sure am trying!https://twitter.com/KimKimbrough/status/940608277435514880 …",12/12/17 15:51,/jimcramer/status/940610147461816321,jimcramer,0.6565,12/12/17
232,Jim Cramer,9.40611E+17,8,2,0,"Kind of an insane vision.. I pulled up with  someone last week who said he thought  ""Confessions"" was a thrillerhttps://twitter.com/ChrisRobinsSr/status/940605673527582720 …",12/12/17 15:53,/jimcramer/status/940610580523683842,jimcramer,-0.4019,12/12/17
233,Jim Cramer,9.40611E+17,35,5,4,i thought that was hystericalhttps://twitter.com/TonyMaglio/status/940605169422696448 …,12/12/17 15:54,/jimcramer/status/940610739299127296,jimcramer,0,12/12/17
234,Jim Cramer,9.40611E+17,22,2,3,agree and said it in a video from the floor this very morning .. http://www.thestreet.com https://twitter.com/genefl/status/940608586899705856 …,12/12/17 15:55,/jimcramer/status/940610952940179456,jimcramer,0.3612,12/12/17
235,Jim Cramer,9.40672E+17,8,3,1,this just made my day!! @Eagleshttps://twitter.com/jyarow/status/940671655709421568 …,12/12/17 19:58,/jimcramer/status/940672192097988614,jimcramer,0,12/12/17
236,Jim Cramer,9.40673E+17,15,2,2,We work hard on the videos -- http://www.actionalertsplus.com https://twitter.com/LaurieInMadison/status/940598211256995840 …,12/12/17 20:03,/jimcramer/status/940673400196009989,jimcramer,-0.1027,12/12/17
237,Jim Cramer,9.40674E+17,3,1,2,@Sarge986 making a ton of sense of course on CNBC right now!,12/12/17 20:04,/jimcramer/status/940673623186198531,jimcramer,0,12/12/17
238,Jim Cramer,9.40675E+17,17,6,5,Tune in tonight @MadMoneyOnCNBC for more take on thishttps://twitter.com/davidfaber/status/940674820320235522 …,12/12/17 20:09,/jimcramer/status/940675012905840645,jimcramer,0,12/12/17
239,Jim Cramer,9.40679E+17,13,3,1,one to watch!https://twitter.com/JamesPasseri/status/940678870612762624 …,12/12/17 20:26,/jimcramer/status/940679231117365248,jimcramer,0,12/12/17
240,Jim Cramer,9.4068E+17,12,0,0,@AdamSchefter We will get this done! We will Take No Prisoners. @Eagles @EaglesInsider @ZERTZ_86https://twitter.com/AdamSchefter/status/940669563271892992 …,12/12/17 20:28,/jimcramer/status/940679726787592203,jimcramer,-0.6996,12/12/17
241,Jim Cramer,9.4068E+17,10,0,0,@RSherman_25 Come on @MadMoneyOnCNBC and we will mine for charity!!!!https://twitter.com/RSherman_25/status/940637697604853760 …,12/12/17 20:29,/jimcramer/status/940679972825587718,jimcramer,0,12/12/17
242,Jim Cramer,9.40737E+17,19,3,2,Tesla shares are rallying in December -- here are 3 potential reasons: Jhonsahttp://bit.ly/2BYbLOV ,12/13/17 0:17,/jimcramer/status/940737396060106752,jimcramer,0.296,12/13/17
243,Jim Cramer,9.40738E+17,30,2,2,such a bad thing!https://twitter.com/DAG_Investments/status/940734483812290560 …,12/13/17 0:20,/jimcramer/status/940738115983036417,jimcramer,-0.5848,12/13/17
244,Jim Cramer,9.4074E+17,9,4,0,Kamich: Raytheon's stock looks like it’s rolling over - Do this nowhttp://bit.ly/2nUuEA6 ,12/13/17 0:28,/jimcramer/status/940740190297092096,jimcramer,0.3612,12/13/17
245,Jim Cramer,9.40879E+17,220,55,53,Bitcoin is rising because it is endlessly pushed by people who own bitcoin#.https://twitter.com/bgsmitty/status/940860550166216704 …,12/13/17 9:42,/jimcramer/status/940879479563538432,jimcramer,0,12/13/17
246,Jim Cramer,9.40949E+17,12,1,6,News on Disney right now--pump up the volume,12/13/17 14:16,/jimcramer/status/940948524820295681,jimcramer,0,12/13/17
247,Jim Cramer,9.40949E+17,17,0,3,wow!!!https://twitter.com/CNBC/status/940948580134768642 …,12/13/17 14:16,/jimcramer/status/940948658677338112,jimcramer,0,12/13/17
248,Jim Cramer,9.40955E+17,11,0,2,Tune us in!! --Sir Martin Sorrell!!,12/13/17 14:43,/jimcramer/status/940955363456749569,jimcramer,0,12/13/17
249,Jim Cramer,9.40956E+17,69,7,5,We love you @cj_wentzhttps://twitter.com/Eagles/status/940955718559117312 …,12/13/17 14:45,/jimcramer/status/940955918551932929,jimcramer,0.6369,12/13/17
250,Jim Cramer,9.40958E+17,19,1,1,WOW!!!!!!https://twitter.com/julldomin/status/940958101108387840 …,12/13/17 14:55,/jimcramer/status/940958331493109761,jimcramer,0,12/13/17
251,Jim Cramer,9.40959E+17,57,21,6,"I gave you the truth, nothing but the truth so help me crypto-currencyhttps://twitter.com/joevans0/status/940958163137830912 …",12/13/17 14:56,/jimcramer/status/940958540918874112,jimcramer,0.8533,12/13/17
252,Jim Cramer,9.41046E+17,79,38,19,"Bitcoin thought: i know that when we hear people who have never bought something buying it, we usually think they are going to get killed. But they haven't!!!",12/13/17 20:44,/jimcramer/status/941046224056143872,jimcramer,-0.7488,12/13/17
253,Jim Cramer,9.41046E+17,174,77,36,"Lots of people who were not ""supposed"" to make money have made money in bitcoin and can sell some today and be thrilled",12/13/17 20:45,/jimcramer/status/941046398971273217,jimcramer,0.4404,12/13/17
254,Jim Cramer,9.41048E+17,119,32,3,I feel real bad for my colleague Nvidia...every dog doesn’t have his daypic.twitter.com/wCfgFqWwo1,12/13/17 20:50,/jimcramer/status/941047631408660480,jimcramer,-0.5423,12/13/17
255,Jim Cramer,9.41058E+17,11,4,3,we hear you ad we will do it!  http://www.actionalertsplus.com https://twitter.com/technotalk13352/status/941053759681105923 …,12/13/17 21:31,/jimcramer/status/941058048512192512,jimcramer,0,12/13/17
256,Jim Cramer,9.41075E+17,4,2,3,Kamich: Can the UBS rally continue?http://bit.ly/2ADiqlt ,12/13/17 22:39,/jimcramer/status/941075033396477952,jimcramer,0,12/13/17
257,Jim Cramer,9.41092E+17,11,2,3,Kamich - Credit Suisse stock rally could stall: charthttp://bit.ly/2CeACyQ ,12/13/17 23:48,/jimcramer/status/941092415527677952,jimcramer,0.2023,12/13/17
